,name,co_type,co_hq,No_employee,ratings,reviews,year_old
2708,Jubilant Agri an...,Private,"Gurgaon/Gurugram,Haryana + 35 more",201-500 Employees (India),4.1,183,12 years old
2709,Metric Stream In...,Private,"San Jose,California + 1 more",1k-5k Employees (India),3.3,183,23 years old
2710,Zuari Cement,Private,"Bangalore/Bengaluru,Karnataka + 26 more",501-1k Employees (India),4.3,183,22 years old
2711,Brg Iron And Ste...,Private,"Kolkata,West Bengal + 7 more",51-200 Employees (India),3.6,183,20 years old
2712,eBIZ.com,Private,"Noida,Uttar Pradesh + 24 more",51-200 Employees (India),4.1,183,21 years old
2713,Sleek Internatio...,Private,"Mumbai,Maharashtra + 49 more",501-1k Employees (India),3.9,183,29 years old
2714,All India Instit...,Private,New Delhi + 18 more,1k-5k Employees (India),4.4,183,66 years old
2715,IVTL Infoview Te...,Private,"Chennai,Tamil Nadu + 1 more",51-200 Employees (India),3.3,183,22 years old
2716,Paper boat,"Bangalore,Karnataka + 35 more",9 years old,,4.0,183,51-200 Employees (India)
2717,Zydex Industries,Private,"Vadodara/Baroda,Gujrat + 42 more",501-1k Employees (India),4.1,183,25 years old
2718,MIOT INTERNATION...,"Chennai,Tamil Nadu + 5 more",23 years old,,4.0,183,501-1k Employees (India)
2719,Zf Wind Power,"Lommel,Belgium + 3 more",99 years old,,4.1,183,1k-5k Employees (India)
2720,Dalmia-OCL,New Delhi + 27 more,6 years old,,3.8,183,501-1k Employees (Global)
2721,Sunwoda,Private,"Greater Noida,Uttar Pradesh + 3 more",201-500 Employees (India),4.2,183,25 years old
2722,Sumitomo Chemica...,Private,"Chuo City,Tokyo + 41 more",201-500 Employees (India),4.2,184,97 years old
2723,RDC Concrete (In...,Private,"Mumbai,Maharashtra + 26 more",501-1k Employees (India),4.0,182,29 years old
2724,Nava Bharat Vent...,Public,"Hyderabad/Secunderabad,Telangana + 21 more",51-200 Employees (India),4.0,182,50 years old
2725,Magic Software,Private,"Or Yehuda,Tel Aviv + 3 more",201-500 Employees (India),3.7,182,39 years old
2726,Sgs Tekniks Manu...,Private,Gurgaon + 7 more,201-500 Employees (India),3.9,182,32 years old
2727,Mann And Hummel ...,Private,"Schwieberdinger,Ludwigsburg + 7 more",501-1k Employees (India),4.1,182,80 years old
2728,Kiswok Industrie...,Private,"Kolkata,West Bengal + 2 more",51-200 Employees (India),3.4,182,65 years old
2729,Gyan Dairy,Private,"Lucknow,Uttar Pradesh + 13 more",201-500 Employees (India),4.0,182,15 years old
2730,Aptus Value Hous...,Private,"Chennai,Tamil Nadu + 75 more",1k-5k Employees (India),4.4,182,13 years old
2731,Rosenberger Elec...,Private,Tittmoning + 24 more,501-1k Employees (India),4.1,182,64 years old
2732,Philips Innovati...,Public,Amsterdam + 6 more,1k-5k Employees (India),4.0,182,24 years old
2733,Metro Hospital &...,Noida + 15 more,25 years old,,3.7,182,1k-5k Employees (Global)
2734,LearningMate Sol...,Private,"Mumbai,Maharashtra + 2 more",1k-5k Employees (India),4.0,182,21 years old
2735,Allahabad Bank,Private,"Chennai,Tamil Nadu + 50 more",10k-50k Employees (India),4.1,182,157 years old
2736,Jindal Aluminium,Public,"Bangalore/Bengaluru,Karnataka + 10 more",1k-5k Employees (India),4.1,182,54 years old
2737,Zen3 Info Soluti...,Private,"Redmond,Washington + 3 more",1k-5k Employees (India),3.8,182,19 years old
2738,Škoda Auto India,Private,"Aurangabad,Maharashtra + 32 more",1k-5k Employees (India),4.2,182,21 years old
2739,Madhu Jayanti In...,Public,"Kolkata,West Bengal + 28 more",201-500 Employees (India),4.2,182,80 years old
2740,DBOI Global Serv...,Private,"Mumbai,Maharashtra + 5 more",51-200 Employees (India),4.5,182,42 years old
2741,Onkar Infotech,Private,"Gurgaon/Gurugram,Haryana + 1 more",201-500 Employees (India),4.3,182,22 years old
2742,Carrier Midea,Private,"Gurgaon/Gurugram,Haryana + 36 more",501-1k Employees (India),3.9,182,10 years old
2743,Elico Healthcare...,Private,"Hyderabad/Secunderabad,Telangana + 1 more",501-1k Employees (India),3.2,181,23 years old
2744,RA Chem Pharma,Private,"Hyderabad/Secunderabad,Telangana + 6 more",1k-5k Employees (India),4.1,181,26 years old
2745,Selec Controls,Private,"Mumbai,Maharashtra + 4 more",501-1k Employees (India),3.6,181,22 years old
2746,Supermax Persona...,Private,"Dubai,Dubai + 38 more",1k-5k Employees (India),4.0,181,73 years old
2747,Laxmi Organic In...,Public,"Mumbai,Maharashtra + 6 more",201-500 Employees (India),4.0,181,30 years old
2748,Central Institut...,Public,"Chennai,Tamil Nadu + 34 more",51-200 Employees (India),3.7,181,54 years old
2749,Ozone Overseas,Private,"Delhi/NCR,Delhi + 21 more",51-200 Employees (India),3.4,181,22 years old
2750,Aparna Enterpris...,Private,"Hyderabad/Secunderabad,Telangana + 19 more",501-1k Employees (India),4.2,181,32 years old
2751,Indian Institute...,Private,"Gandhinagar,Gujarat + 24 more",501-1k Employees (India),4.3,181,14 years old
2752,Munjal Kiriu Ind...,Private,"Gurgaon/Gurugram,Haryana + 5 more",201-500 Employees (India),4.1,181,66 years old
2753,IIT Bombay,Public,"Mumbai,Maharashtra + 4 more",501-1k Employees (India),4.6,181,64 years old
2754,Popular Vehicles...,Private,"Ernakulam,Kerala + 18 more",1k-5k Employees (India),4.1,181,83 years old
2755,Resurgent India,Private,Gurgaon + 9 more,201-500 Employees (India),4.8,181,17 years old
2756,Thought Focus,Private,"Milwaukee,Wisconsin + 4 more",1k-5k Employees (India),3.8,181,18 years old
2757,Checkmate Servic...,Private,"Vadodara/Baroda,Gujrat + 46 more",10k-50k Employees (India),4.2,181,30 years old
2758,Servion Global S...,Private,New Jersey + 12 more,1k-5k Employees (India),3.9,181,27 years old
2759,Treebo Hotels,Private,"Bangalore,Karnataka + 24 more",51-200 Employees (India),3.7,183,7 years old
2760,Shyam Sel & Powe...,Public,"Kolkata,West Bengal + 16 more",5k-10k Employees (India),4.1,180,31 years old
2761,Modi Mundi Pharm...,Private,"Delhi/NCR,Delhi + 33 more",201-500 Employees (India),3.8,180,32 years old
2762,Arabian Construc...,Private,Beirut + 21 more,10k-50k Employees (India),4.2,180,55 years old
2763,Arena Animation,Private,Mumbai + 48 more,11-50 Employees (India),3.9,180,26 years old
2764,Veeda Clinical R...,Private,"Ahmedabad,Gujarat + 3 more",501-1k Employees (India),4.4,180,18 years old
2765,Sequential Techn...,Private,Windermere + 5 more,501-1k Employees (India),3.9,180,6 years old
2766,Kuwait Oil Compa...,Ahmadi + 12 more,88 years old,,4.6,180,5k-10k Employees (Global)
2767,Zamil Air Condit...,Private,Dammam + 19 more,201-500 Employees (India),4.1,180,48 years old
2768,Fossil Group,Private,"Richardson,Texas + 22 more",501-1k Employees (India),3.8,180,38 years old
2769,myGate,Private,"Bangalore,Karnataka + 16 more",1k-5k Employees (India),3.4,180,6 years old
2770,Sub-K IMPACT Sol...,Private,Hyderabad + 55 more,51-200 Employees (India),4.0,180,12 years old
2771,Macquarie Group,Private,Sydney + 8 more,51-200 Employees (India),3.9,180,53 years old
2772,Dun & Bradstreet,Private,"Short Hills,New Jersey + 10 more",501-1k Employees (India),4.0,180,181 years old
2773,LuLu Group Inter...,Private,"Abu Dhabi,Abu Dhabi + 24 more",1k-5k Employees (India),4.0,326,56 years old
2774,Flyhomes,"Seattle,Washington + 8 more",7 years old,,4.7,199,201-500 Employees (India)
2775,SoftwareONE,Private,"Gurgaon/Gurugram,Haryana + 14 more",1k-5k Employees (India),3.8,179,22 years old
2776,Associated Road ...,Private,"Hyderabad/Secunderabad,Telangana + 44 more",1k-5k Employees (India),4.2,179,50 years old
2777,Rama Medical Col...,Hapur + 12 more,11 years old,,4.2,179,1k-5k Employees (India)
2778,Akamai Technolog...,Private,"Cambridge,Massachusetts + 2 more",1k-5k Employees (India),4.7,179,24 years old
2779,Sir Ganga Ram Ho...,Private,"Delhi/NCR,New Delhi + 13 more",201-500 Employees (India),4.4,179,68 years old
2780,L&T–MHI Power Bo...,Private,"Faridabad,Haryana + 12 more",201-500 Employees (India),4.1,179,16 years old
2781,ALTEN,Private,Paris + 8 more,1k-5k Employees (India),3.9,179,34 years old
2782,Rail Vikas Nigam,Private,"Delhi/NCR,Delhi + 51 more",501-1k Employees (India),4.1,179,19 years old
2783,Autometers Allia...,Private,"Noida,Uttar Pradesh + 10 more",501-1k Employees (India),4.2,179,63 years old
2784,Bank of Maharash...,Private,Pune + 43 more,10k-50k Employees (India),3.6,179,87 years old
2785,Secure Value,Private,"Mumbai,Maharashtra + 55 more",10k-50k Employees (India),3.5,179,20 years old
2786,Arabian Industri...,Private,Muscat + 7 more,51-200 Employees (India),4.2,179,31 years old
2787,CGI Information ...,Bengaluru/Bangalore + 5 more,,,4.3,179,
2788,Tata ClassEdge,Public,"Mumbai,Maharashtra + 38 more",501-1k Employees (India),4.1,179,11 years old
2789,Watertec India,Private,"Coimbatore,Tamil Nadu + 46 more",1k-5k Employees (India),4.3,179,25 years old
2790,Inspirisys Solut...,Public,Chennai + 30 more,1k-5k Employees (India),3.8,179,31 years old
2791,Sears Holdings,Private,"Hoffman Estates,Illinois + 4 more",501-1k Employees (India),3.4,184,13 years old
2792,Khimji Ramdas,Private,Muscat + 20 more,201-500 Employees (India),3.9,178,152 years old
2793,K L University,Private,Vijayawada + 9 more,201-500 Employees (India),3.8,178,42 years old
2794,Buzzworks Busine...,Private,"Chennai,Tamil Nadu + 30 more",501-1k Employees (India),4.1,178,23 years old
2795,POSCO MAHARASHTR...,Private,Pohang-si + 9 more,1k-5k Employees (India),4.2,178,10 years old
2796,Sterling Hospita...,Public,"Ahmedabad,Gujarat + 11 more",1k-5k Employees (India),4.1,178,21 years old
2797,Accion Labs,Private,"Bridgeville,Pennsylvania + 8 more",1k-5k Employees (India),4.1,178,11 years old
2798,LendingKart,Public,"Ahmedabad,Gujarat + 18 more",201-500 Employees (India),3.3,178,8 years old
2799,Focus Energy,Private,"Gurgaon/Gurugram,Haryana + 9 more",501-1k Employees (India),3.5,178,36 years old
2800,SKH Y-TEC,Private,Becharaji + 11 more,1k-5k Employees (India),3.9,178,9 years old
2801,Rainbow Children...,Private,Hyderabad + 10 more,1k-5k Employees (Global),4.5,178,23 years old
2802,Glenmark Life Sc...,Public,Mumbai + 9 more,201-500 Employees (India),3.6,178,45 years old
2803,INDIAN PUBLIC SC...,Private,"Salem,Tamil Nadu + 36 more",1k-5k Employees (India),4.0,178,18 years old
2804,Murugappa Group,Private,"Chennai,Tamil Nadu + 52 more",50k-1 Lakh Employees (India),4.1,5.6k,122 years old
2805,Qatar Petroleum,Other,Doha + 10 more,501-1k Employees (India),4.2,1k,48 years old
2806,NGA HR,Private,"Hemel Hempstead,Hertfordshire + 12 more",1k-5k Employees (India),4.0,177,53 years old
2807,Indium Software,Private,"Chennai,Tamil Nadu + 5 more",1k-5k Employees (India),4.1,177,23 years old
2808,THE KCP,Public,"Chennai,Tamil Nadu + 16 more",1k-5k Employees (India),4.3,177,81 years old
2809,Offshoot Agency,Private,Noida + 11 more,501-1k Employees (India),3.5,177,20 years old
2810,Calsonic Kansei ...,Private,Noida + 7 more,51-200 Employees (India),4.2,177,47 years old
2811,Cipla Industries,New Delhi + 28 more,24 years old,,3.8,177,11-50 Employees (India)
2812,NBC Bearings,Public,"Jaipur,Rajasthan + 11 more",1-10 Employees (India),3.8,177,76 years old
2813,Banco Products,Public,"Vadodara/Baroda,Gujrat + 11 more",501-1k Employees (India),3.7,177,61 years old
2814,Stovekraft,Private,"Bangalore/Bengaluru,Karnataka + 21 more",1k-5k Employees (India),3.8,177,28 years old
2815,Coolberg Beverag...,Private,"Mumbai,Maharashtra + 25 more",201-500 Employees (India),3.6,177,6 years old
2816,Global Edge Soft...,Private,"Bangalore,Karnataka + 6 more",201-500 Employees (India),3.5,177,17 years old
2817,Amrita Institute...,Private,"Kochi/Cochin,Kerala + 10 more",5k-10k Employees (India),4.4,177,24 years old
2818,Arabtec Construc...,Private,"Dubai,Dubai + 12 more",201-500 Employees (India),4.6,177,47 years old
2819,Banco Products,Public,"Vadodara/Baroda,Gujrat + 11 more",501-1k Employees (India),3.7,177,61 years old
2820,THE KCP,Public,"Chennai,Tamil Nadu + 16 more",1k-5k Employees (India),4.3,177,81 years old
2821,Arabtec Construc...,Private,"Dubai,Dubai + 12 more",201-500 Employees (India),4.6,177,47 years old
2822,Accord Synergy,Public,"Vadodara/Baroda,Gujrat + 26 more",51-200 Employees (India),3.7,177,8 years old
2823,Aachi Foods,Private,"Chennai,Tamil Nadu + 21 more",501-1k Employees (India),4.0,177,27 years old
2824,Maxi Multiservic...,Private,Lucknow + 46 more,201-500 Employees (Global),3.0,176,7 years old
2825,Columbia Petro C...,Private,"Mumbai,Maharashtra + 10 more",51-200 Employees (India),4.3,176,62 years old
2826,Vedanta Limited,Jharsuguda + 30 more,1k-5k Employees (India),,3.9,176,
2827,Anand Rathi Glob...,Private,Mumbai + 34 more,51-200 Employees (India),3.7,176,40 years old
2828,Keihin India Man...,Tokyo + 8 more,66 years old,,4.2,176,51-200 Employees (India)
2829,Delhi Duty Free ...,Partnership,"Delhi/NCR,New Delhi + 6 more",501-1k Employees (India),4.2,176,12 years old
2830,Bombay Intellige...,Private,"Mumbai,Maharashtra + 40 more",51-200 Employees (India),3.9,176,46 years old
2831,MBD GROUP,Private,New Delhi + 30 more,501-1k Employees (India),4.0,176,66 years old
2832,Rashmi Group,Private,"Kolkata,West Bengal + 12 more",10k-50k Employees (India),3.6,176,56 years old
2833,Luxor Writing In...,Private,"Noida,Uttar Pradesh + 25 more",1k-5k Employees (India),3.6,176,21 years old
2834,Systems Plus,Private,"Dallas,Texas + 4 more",201-500 Employees (India),4.6,176,35 years old
2835,Danone Nutricia,Private,Barcelona + 39 more,51-200 Employees (India),3.5,176,126 years old
2836,Puravankara Proj...,Private,"Bangalore/Bengaluru,Karnataka + 9 more",1k-5k Employees (India),4.1,176,47 years old
2837,Suburban Diagnos...,Private,"Mumbai,Maharashtra + 10 more",201-500 Employees (India),4.0,176,28 years old
2838,Bharat Instituti...,Private,"Hyderabad/Secunderabad,Telangana + 4 more",201-500 Employees (India),4.0,176,21 years old
2839,Epiroc,Public,Stockholm + 14 more,1k-5k Employees (India),4.1,176,149 years old
2840,EVRY India,Private,"Bangalore/Bengaluru,Karnataka + 2 more",501-1k Employees (India),3.6,175,29 years old
2841,Nimbus Harbor Fa...,Private,"Gurgaon/Gurugram,Haryana + 10 more",10k-50k Employees (India),4.0,175,18 years old
2842,Fosroc Chemicals...,Private,Dubai + 29 more,201-500 Employees (India),4.4,175,50 years old
2843,Adani Gas,Public,"Ahmedabad,Gujrat + 38 more",201-500 Employees (India),3.9,175,18 years old
2844,Corona Remedies,Private,Ahmedabad + 36 more,501-1k Employees (India),4.1,175,18 years old
2845,Signode,Private,"Glenview,Illinois + 26 more",501-1k Employees (India),4.1,175,109 years old
2846,HomeShop18,Private,"Noida,Uttar Pradesh + 15 more",501-1k Employees (India),4.2,175,14 years old
2847,Drydocks World D...,LLC,"Dubai,Dubai + 11 more",1k-5k Employees (India),4.2,175,39 years old
2848,Bharat Rasayan,Public,"Delhi/NCR,New Delhi + 12 more",501-1k Employees (India),4.3,175,33 years old
2849,EC-Council,Private,Petaling Jaya + 7 more,501-1k Employees (India),4.7,175,17 years old
2850,Vem Technologies,Private,"Hyderabad/Secunderabad,Telangana + 1 more",1k-5k Employees (India),4.0,175,29 years old
2851,Cargo Motors,Private,"Ahmedabad,Gujrat + 20 more",1k-5k Employees (India),4.1,174,63 years old
2852,Sekisui Dljm Mol...,JV,"Gurgaon/Gurugram,Haryana + 13 more",51-200 Employees (India),4.0,174,11 years old
2853,S.c Johnson Prod...,Private,"Racine,Wisconsin + 37 more",501-1k Employees (India),4.3,174,136 years old
2854,Jay Chemical Ind...,Private,"Ahmedabad,Gujarat + 13 more",1k-5k Employees (India),4.1,174,55 years old
2855,OnePlus,Public,"Shenzhen,Guangdong + 33 more",1k-5k Employees (India),4.0,174,9 years old
2856,Nalco water,Private,Naperville + 26 more,1k-5k Employees (India),4.4,174,94 years old
2857,Jaypee Hospital,Private,Noida + 6 more,501-1k Employees (India),4.2,174,8 years old
2858,Shah Technical C...,Private,"Mumbai,Maharashtra + 34 more",51-200 Employees (India),3.8,174,13 years old
2859,AVAYA,Private,"Durham,North Carolina + 7 more",1k-5k Employees (India),4.3,174,22 years old
2860,Praxair,Private,"Danbury,Connecticut + 26 more",201-500 Employees (India),4.0,174,115 years old
2861,Tube Products of...,Private,"Chennai,Tamil Nadu + 9 more",10k-50k Employees (India),4.1,174,67 years old
2862,Jockey,Private,Kenosha + 60 more,10k-50k Employees (India),4.2,174,146 years old
2863,Technico Industr...,Private,"Gurgaon/Gurugram,Haryana + 10 more",501-1k Employees (India),3.9,174,52 years old
2864,InfoStretch,Private,"Santa Clara,California + 4 more",1k-5k Employees (India),3.7,174,18 years old
2865,CEC Internationa...,Private,Taipei + 13 more,201-500 Employees (India),4.6,174,77 years old
2866,Hindustan Syring...,Private,"Faridabad,Haryana + 11 more",51-200 Employees (India),4.1,174,65 years old
2867,Equiniti,Public,London + 1 more,201-500 Employees (India),3.5,174,17 years old
2868,Vertex,Private,"King Of Prussia,Pennsylvania + 18 more",501-1k Employees (India),3.6,995,33 years old
2869,Asti Electronics...,Private,"Gurgaon/Gurugram,Haryana + 5 more",201-500 Employees (India),4.0,173,18 years old
2870,ANZ Operations &...,Melbourne + 2 more,33 years old,,4.3,173,1k-5k Employees (India)
2871,SVC Co-Operative...,Private,"Mumbai,Maharashtra + 27 more",1k-5k Employees (India),4.1,173,116 years old
2872,Apparel Group,Private,"Dubai,Dubai + 17 more",201-500 Employees (India),3.5,173,23 years old
2873,TRL Krosaki Refr...,Public,"Jharsuguda,Odisha + 15 more",1k-5k Employees (India),3.8,173,64 years old
2874,VSoft Technologi...,Private,"Hyderabad/Secunderabad,Telangana + 14 more",201-500 Employees (India),3.5,173,18 years old
2875,Nous Infosystems,Private,"Bangalore/Bengaluru,Karnataka + 3 more",1k-5k Employees (India),4.0,173,26 years old
2876,Casagrand,Private,"Chennai,Tamil Nadu + 7 more",501-1k Employees (India),4.0,173,18 years old
2877,VST Industries,Public,"Hyderabad/Secunderabad,Telangana + 50 more",501-1k Employees (India),4.2,173,92 years old
2878,Emirates Airline...,Private,"Dubai,Dubai + 15 more",1k-5k Employees (India),4.1,173,37 years old
2879,Navata Road Tran...,Partnership,"Vijayawada,Andhra Pradesh + 23 more",1k-5k Employees (India),3.5,173,40 years old
2880,Ascent Business ...,Private,"Roseland,NJ + 6 more",201-500 Employees (India),3.7,173,21 years old
2881,Bajaj Hindusthan,Public,"Mumbai,Maharashtra + 13 more",1k-5k Employees (India),4.2,173,91 years old
